ip_address,user_agent,campaign_id,publisher_id,time_between_clicks_minutes,EVENT_LABEL,EVENT_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,click_id,app_category_id,LABEL_TIMESTAMP
215.217.61.235,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; hne-IN) AppleWebKit/531.11.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.11.5",581,rRTG02,2735.0,legit,2022-11-09T08:12:51Z,ea8feca2-4423-4b81-bc1a-6df995fa62bd,customer,d375-21686571,553368,ThNQ,2023-03-06T15:05:46Z
212.215.188.27,Opera/8.31.(Windows NT 6.1; si-LK) Presto/2.9.172 Version/11.00,587,dtmn57,1839.0,legit,2023-01-03T01:07:23Z,cabd7769-8709-4f62-aaaf-5ae25214ed9c,customer,b240-74229997,399896,IKRH,2023-03-06T15:05:46Z
54.20.187.155,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/38.0.869.0 Safari/534.0",300,lGxV75,1621.0,legit,2023-01-05T19:39:31Z,527cc700-d67d-4310-83f5-d641061d0c86,customer,d552-43684088,060832,AWwl,2023-03-06T15:05:46Z
143.154.3.232,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/16.0.839.0 Safari/534.1",798,wiOL91,3436.0,legit,2022-05-19T06:15:37Z,4f8b29cf-0a6e-4be1-8ae3-d8aa27f8bae7,customer,a801-00883046,121671,STze,2023-03-06T15:05:46Z
211.160.113.175,Mozilla/5.0 (Windows 98; nso-ZA; rv:1.9.0.20) Gecko/2020-09-01 22:09:45 Firefox/9.0,345,KRpp46,3381.0,legit,2022-03-16T17:43:34Z,b87094a2-0d26-4efa-926c-cfc03a52013e,customer,a612-11897117,188404,utzY,2023-03-06T15:05:46Z
200.184.177.137,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0),102,AZtZ28,1767.0,legit,2022-07-03T09:22:14Z,96e0468a-a240-4d7b-8af5-50a7809feec7,customer,a030-02605104,507094,xdBB,2023-03-06T15:05:46Z
221.139.29.28,Opera/9.37.(Windows NT 4.0; sw-KE) Presto/2.9.184 Version/12.00,656,yIuJ13,3264.0,legit,2022-09-03T22:34:25Z,24b5c1b6-5c66-46b5-bfce-4b914750240c,customer,c535-95072084,521563,FAoK,2023-03-06T15:05:46Z
147.209.197.92,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2017-06-20 14:43:24 Firefox/10.0,863,glft00,1076.0,legit,2022-05-04T03:57:07Z,7cd4a457-214c-40bd-9922-6e53d9c70988,customer,c418-21140535,855336,adZM,2023-03-06T15:05:46Z
197.207.224.115,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/54.0.851.0 Safari/532.2",622,LmBI08,2481.0,legit,2022-03-29T13:07:25Z,60a5fe0d-ab5b-442c-8a74-7a097ba5690b,customer,a338-07708034,628791,sODW,2023-03-06T15:05:46Z
69.218.68.77,Opera/9.16.(Windows 95; csb-PL) Presto/2.9.187 Version/12.00,047,aTDb67,1813.0,legit,2022-12-17T18:18:36Z,d9db15ce-3102-4c1c-9b85-7191f8e7b4ec,customer,c921-52248743,909304,Vsrj,2023-03-06T15:05:46Z
91.244.39.154,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3 rv:3.0; uk-UA) AppleWebKit/535.4.2 (KHTML, like Gecko) Version/4.0 Safari/535.4.2",266,Shxn03,2473.0,legit,2022-10-25T04:13:56Z,1b0216cf-40f7-4ab9-b90a-e62b7eb30fc8,customer,a739-36227688,597129,SYGU,2023-03-06T15:05:46Z
134.220.42.172,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3 rv:4.0; mni-IN) AppleWebKit/531.23.4 (KHTML, like Gecko) Version/4.0.2 Safari/531.23.4",560,TKoG26,3041.0,legit,2023-02-27T18:55:06Z,2122d70c-b771-4f25-b84f-6859a5b2d5fb,customer,c828-61931625,705949,hdja,2023-03-06T15:05:46Z
16.20.134.92,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),897,IJRI75,3879.0,legit,2022-05-02T05:33:33Z,72a52fa9-bd70-4ab5-afca-d2ec00f26b70,customer,c023-03009961,502792,caSR,2023-03-06T15:05:46Z
178.224.171.102,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/39.0.850.0 Safari/532.1",780,aSxV39,3347.0,legit,2022-12-28T19:02:14Z,3c69618c-9448-4702-ba87-495babc84b70,customer,b812-11654939,766816,wEyb,2023-03-06T15:05:46Z
209.100.224.127,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),059,rRTG02,3090.0,legit,2022-10-01T19:04:27Z,ca90709e-5332-44dd-bce3-14262a974541,customer,a297-38753901,734115,pbFu,2023-03-06T15:05:46Z
210.176.14.165,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0; rv:1.9.6.20) Gecko/2015-12-13 18:33:10 Firefox/13.0,761,dQGv80,3775.0,legit,2023-01-09T20:32:41Z,58bea48b-8033-4b3a-a962-6a410e233c37,customer,a754-26345090,061690,Jgka,2023-03-06T15:05:46Z
30.76.209.118,Mozilla/5.0 (Windows NT 5.2; ta-IN; rv:1.9.0.20) Gecko/2011-01-04 15:48:28 Firefox/13.0,856,dzVQ00,3509.0,legit,2022-08-05T06:20:39Z,4613601c-de3a-4690-9687-808d21363f6a,customer,c732-26958161,104504,aHIW,2023-03-06T15:05:46Z
222.144.169.88,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/29.0.874.0 Safari/532.1",063,BNGs60,3179.0,legit,2023-01-15T15:04:27Z,908a95d7-9556-4016-90ba-7c23907cfac9,customer,a780-32353634,532399,IARy,2023-03-06T15:05:46Z
73.80.135.75,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),511,tuLw94,3765.0,legit,2022-04-21T22:30:04Z,42c311ea-f86e-4ad8-981b-d550ea7a4dad,customer,d821-75931087,159980,uSDe,2023-03-06T15:05:46Z
191.30.32.151,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),863,cvPF11,1696.0,legit,2022-12-25T09:16:09Z,60da71af-9840-4e2f-a091-a03105d509d5,customer,b598-47491134,340312,IEDO,2023-03-06T15:05:46Z
137.128.98.200,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2; rv:1.9.4.20) Gecko/2014-01-16 04:28:37 Firefox/3.8,319,vhWL80,1219.0,legit,2023-02-15T19:31:57Z,878a497b-3da9-4b15-9ebe-eb895ade9e53,customer,c386-44379511,769394,rqgF,2023-03-06T15:05:46Z
209.55.109.235,Opera/8.93.(X11; Linux i686; yo-NG) Presto/2.9.162 Version/11.00,022,swMK20,1474.0,legit,2022-06-14T17:39:37Z,4fa2bf10-8490-45fd-abb2-b067693dd231,customer,b701-85622087,172021,TlYT,2023-03-06T15:05:46Z
61.88.48.173,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5 rv:3.0; gez-ET) AppleWebKit/532.24.5 (KHTML, like Gecko) Version/5.1 Safari/532.24.5",355,yLQV80,3430.0,legit,2022-09-26T20:33:40Z,039bb8e9-34b2-4a78-a197-3e9d19b850fb,customer,d532-40683822,319217,jmkd,2023-03-06T15:05:46Z
214.188.145.244,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.3x8054.0 Mobile/16M830 Safari/535.0",986,wMqJ65,2107.0,legit,2022-10-27T04:41:51Z,8692c9d7-0ec6-4287-82d3-fd769243eabd,customer,d416-35933887,851283,GkGv,2023-03-06T15:05:46Z
115.188.196.24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/59.0.825.0 Safari/532.2",856,Bpep64,3436.0,legit,2022-07-31T17:05:58Z,8b2a39c3-c28b-49b5-80de-04a8147a3d7b,customer,b741-73246319,751229,pqSs,2023-03-06T15:05:46Z
59.222.236.32,Opera/9.90.(Windows NT 6.1; oc-FR) Presto/2.9.168 Version/10.00,154,eOXZ40,1479.0,legit,2023-02-14T11:38:31Z,1738af95-fca5-49d5-b53f-1e4425255915,customer,c258-53345730,461047,qWUo,2023-03-06T15:05:46Z
178.207.94.196,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),443,LeEv26,2469.0,legit,2022-05-05T19:06:43Z,ccf33a5d-2779-4646-b5aa-462a8fa31370,customer,c173-58978257,893104,wuAr,2023-03-06T15:05:46Z
84.45.100.42,Opera/8.12.(X11; Linux x86_64; bhb-IN) Presto/2.9.187 Version/10.00,205,owJJ19,2417.0,legit,2022-05-02T07:47:13Z,6c945cf4-7824-4270-922a-5cf0bfffc4b1,customer,b481-48697063,896603,TYJK,2023-03-06T15:05:46Z
102.167.15.158,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4 rv:5.0; xh-ZA) AppleWebKit/531.40.7 (KHTML, like Gecko) Version/5.0 Safari/531.40.7",367,AABx07,1163.0,legit,2022-11-11T16:42:18Z,dd2ddd9e-c707-442a-a7eb-faaf245bc861,customer,b611-99503801,022542,Wlgj,2023-03-06T15:05:46Z
130.55.144.139,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.1),909,SuFV08,3137.0,legit,2022-12-05T09:21:50Z,c2f26578-9999-4a29-b8f6-a5a576cbd6c2,customer,a328-22875152,008038,okCP,2023-03-06T15:05:46Z
185.36.89.141,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.47.5 (KHTML, like Gecko) Version/4.0 Safari/535.47.5",323,orKR34,3776.0,legit,2022-03-30T15:44:29Z,b9a0ab9f-899a-4fab-a8f8-a68125cdbc6e,customer,a494-65028020,214900,NdEA,2023-03-06T15:05:46Z
110.75.61.179,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2014-03-01 08:45:37 Firefox/3.6.2,459,dHFc45,902.0,legit,2022-08-17T03:54:07Z,4cba8df2-81e3-4d20-a472-55ea783c4a8a,customer,c768-83721723,553392,iJjk,2023-03-06T15:05:46Z
108.198.30.161,Opera/9.82.(Windows 95; af-ZA) Presto/2.9.176 Version/11.00,218,iuQp87,2185.0,legit,2022-11-16T23:37:52Z,4b22c91a-9fee-4bdc-8506-3ab779f14280,customer,a170-92162354,935208,CWoL,2023-03-06T15:05:46Z
102.155.104.201,Opera/9.45.(X11; Linux x86_64; is-IS) Presto/2.9.164 Version/11.00,520,lQoq93,2324.0,legit,2022-10-03T07:20:09Z,79e54c9f-55f6-473c-a825-e4b02a01b5a3,customer,d785-15917068,017764,Kauw,2023-03-06T15:05:46Z
158.118.246.213,Mozilla/5.0 (Windows 98; Win 9x 4.90; ss-ZA; rv:1.9.1.20) Gecko/2020-10-02 04:00:56 Firefox/9.0,141,WKrs85,3442.0,legit,2022-04-20T09:16:22Z,02b74a3b-895d-429a-833b-a4ca826f9eab,customer,c197-65328822,988847,CInh,2023-03-06T15:05:46Z
42.17.186.87,Opera/9.11.(Windows NT 6.1; sr-ME) Presto/2.9.164 Version/11.00,809,HwMb77,2041.0,legit,2022-08-25T00:50:34Z,2ea3ac34-ed40-4e14-b5d8-130706eef4f0,customer,c215-00215888,851283,GkGv,2023-03-06T15:05:46Z
50.249.93.115,Mozilla/5.0 (Android 2.3.5; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0,409,FYvj52,2662.0,legit,2022-12-21T12:05:12Z,9f94269b-440c-4e29-b27f-bb448013de24,customer,b852-83154175,170953,BLAp,2023-03-06T15:05:46Z
85.55.86.197,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.16.7 (KHTML, like Gecko) Version/5.0 Safari/531.16.7",619,lYUv23,1830.0,legit,2022-05-22T16:17:26Z,1ab98ef9-1d34-410b-b9ed-9fd50a39b56d,customer,a495-42925677,771811,RYvX,2023-03-06T15:05:46Z
200.1.93.149,"Mozilla/5.0 (Windows 95) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/13.0.898.0 Safari/533.0",419,MIDS35,1851.0,legit,2023-01-28T19:06:33Z,9f2f1a81-3fad-4482-8dc9-daeabc06b440,customer,b680-70367676,492728,xWCb,2023-03-06T15:05:46Z
42.224.171.140,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/61.0.846.0 Safari/532.1",329,AZvK33,1788.0,legit,2022-07-22T06:12:56Z,8e63bc49-06d7-4e43-82ca-b12a1553f24e,customer,a243-64977819,360255,GMph,2023-03-06T15:05:46Z
210.12.97.70,Opera/8.23.(Windows NT 4.0; unm-US) Presto/2.9.189 Version/11.00,646,xYYO82,3443.0,legit,2023-02-08T00:22:11Z,646d75e5-942a-4313-b4f5-87f994d37205,customer,b820-62844732,499382,OhTY,2023-03-06T15:05:46Z
202.32.60.203,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5 rv:4.0; bn-IN) AppleWebKit/531.31.6 (KHTML, like Gecko) Version/5.1 Safari/531.31.6",888,ZtwS82,797.0,legit,2023-02-06T20:38:47Z,18a01a0a-643e-408d-8798-2a39d020e486,customer,d604-38350861,638470,QXGN,2023-03-06T15:05:46Z
85.55.86.197,Mozilla/5.0 (Windows NT 6.2; wal-ET; rv:1.9.1.20) Gecko/2019-06-02 11:12:40 Firefox/3.8,034,yLQV80,2501.0,legit,2022-10-17T10:14:32Z,d5d3cfc0-24d7-463c-8f18-e05036373a4b,customer,c136-39058451,264619,gDIT,2023-03-06T15:05:46Z
187.205.234.199,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.16.7 (KHTML, like Gecko) Version/5.0 Safari/531.16.7",775,emcJ97,1148.0,legit,2022-06-08T16:23:48Z,7930ae35-3df1-49db-b7ab-1d0c0f433626,customer,d270-62460175,745235,qqqY,2023-03-06T15:05:46Z
176.87.174.50,Opera/8.76.(Windows NT 5.0; be-BY) Presto/2.9.160 Version/11.00,243,vMMP82,1885.0,legit,2022-06-29T06:04:52Z,9b2011bf-7637-4ac5-ac59-5676277ace8b,customer,a410-55463098,409979,kWty,2023-03-06T15:05:46Z
202.46.238.245,Opera/8.67.(X11; Linux x86_64; sw-TZ) Presto/2.9.169 Version/10.00,969,RgjY44,2484.0,legit,2022-03-23T23:54:36Z,ce828c79-191b-4b4d-8c16-b707dfd6699f,customer,d767-55035910,464573,KThE,2023-03-06T15:05:46Z
135.69.218.199,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/20.0.801.0 Mobile/86P997 Safari/533.0",580,RYtT05,2936.0,legit,2022-03-29T08:20:58Z,c72e54ae-88ea-44f8-87fd-2778c52ece66,customer,c862-55093652,676086,EhaN,2023-03-06T15:05:46Z
158.157.181.40,Opera/9.24.(Windows CE; mn-MN) Presto/2.9.166 Version/10.00,681,AOfP39,1953.0,legit,2023-01-13T03:18:37Z,320ab7fe-8876-4698-b44b-72229a7ca5e5,customer,b778-48226978,475496,ZpOL,2023-03-06T15:05:46Z
146.133.247.176,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; unm-US) AppleWebKit/534.1.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.1.6",993,gHPZ10,3056.0,legit,2022-07-18T14:24:58Z,0563a134-79b2-4390-a365-6ede436947f5,customer,a661-99010090,261167,DFNe,2023-03-06T15:05:46Z
213.54.228.166,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.3",937,JRvu29,1435.0,legit,2023-01-10T00:01:00Z,a6490652-902b-4c0e-acf7-96ba1d749af1,customer,c677-82209120,733766,loUB,2023-03-06T15:05:46Z
217.44.217.252,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),055,bKUB17,2139.0,legit,2022-09-25T16:23:53Z,bf742f33-06a8-4673-a394-7e5f43304641,customer,d071-46954447,206115,tlit,2023-03-06T15:05:46Z
205.200.98.123,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.4.2 (KHTML, like Gecko) Version/4.1 Safari/534.4.2",964,EkLv40,2481.0,legit,2022-08-03T13:41:05Z,14ae2a96-6923-4452-8e48-3cd93dbe9f6d,customer,b070-80977154,526369,PSZr,2023-03-06T15:05:46Z
174.210.105.29,Opera/8.69.(X11; Linux x86_64; quz-PE) Presto/2.9.181 Version/12.00,986,qykE17,3241.0,legit,2022-11-28T14:51:00Z,83543e5c-30be-458c-abaf-7907aed1563f,customer,b595-11319299,006662,JzzE,2023-03-06T15:05:46Z
212.105.28.180,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_5; rv:1.9.5.20) Gecko/2020-10-14 22:11:17 Firefox/12.0,809,SROI42,1118.0,legit,2022-03-13T21:13:19Z,c74e55fb-a07b-447a-aff2-f2f38e2e64e4,customer,c965-87457776,861857,jQBm,2023-03-06T15:05:46Z
177.42.192.102,Opera/8.72.(X11; Linux i686; zh-CN) Presto/2.9.175 Version/10.00,972,Qogd12,3304.0,legit,2023-01-03T20:28:32Z,0ccdc860-031f-4c23-b418-4be32918abfa,customer,d195-20836941,283356,Dtep,2023-03-06T15:05:46Z
222.212.63.6,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-07-06 03:13:29 Firefox/3.6.11,372,wiOL91,2941.0,legit,2022-08-09T14:40:08Z,925da54a-5f3a-447b-b28c-621c5fbb8bd5,customer,a841-59386523,290632,dRJg,2023-03-06T15:05:46Z
35.97.160.84,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/20.0.842.0 Safari/532.2",143,zszV58,2838.0,legit,2022-03-28T09:43:03Z,349c9269-da06-4387-80ae-95ba67358da2,customer,d891-57203219,409705,PqZv,2023-03-06T15:05:46Z
99.128.33.57,Opera/9.20.(Windows 98; an-ES) Presto/2.9.171 Version/10.00,187,LlhA88,3802.0,legit,2023-02-18T17:03:22Z,51950952-6cd8-46f4-aeca-553fd0eb3821,customer,c006-17955621,989484,xkxu,2023-03-06T15:05:46Z
99.128.33.57,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.10.6 (KHTML, like Gecko) Version/5.0.5 Safari/535.10.6",804,tUHu23,3101.0,legit,2023-01-02T18:00:27Z,1aca02bc-3448-493b-b739-afb0873b620f,customer,c960-88279944,840116,xZoX,2023-03-06T15:05:46Z
